,,,
U+003C,<,LESS-THAN SIGN,
U+003D,=,EQUALS SIGN,
U+003E,>,GREATER-THAN SIGN,
U+003F,?,QUESTION MARK,
U+0040,@,COMMERCIAL AT,
U+0041,A,LATIN CAPITAL LETTER A,
U+0042,B,LATIN CAPITAL LETTER B,
U+0043,C,LATIN CAPITAL LETTER C,
U+0044,D,LATIN CAPITAL LETTER D,
U+0045,E,LATIN CAPITAL LETTER E,
U+0046,F,LATIN CAPITAL LETTER F,
U+0047,G,LATIN CAPITAL LETTER G,
U+0048,H,LATIN CAPITAL LETTER H,
U+0049,I,LATIN CAPITAL LETTER I,
U+004A,J,LATIN CAPITAL LETTER J,
U+004B,K,LATIN CAPITAL LETTER K,
U+004C,L,LATIN CAPITAL LETTER L,
U+004D,M,LATIN CAPITAL LETTER M,
U+004E,N,LATIN CAPITAL LETTER N,
U+004F,O,LATIN CAPITAL LETTER O,
U+0050,P,LATIN CAPITAL LETTER P,
U+0051,Q,LATIN CAPITAL LETTER Q,
U+0052,R,LATIN CAPITAL LETTER R,
U+0053,S,LATIN CAPITAL LETTER S,
U+0054,T,LATIN CAPITAL LETTER T,
U+0055,U,LATIN CAPITAL LETTER U,
U+0056,V,LATIN CAPITAL LETTER V,
U+0057,W,LATIN CAPITAL LETTER W,
U+0058,X,LATIN CAPITAL LETTER X,
U+0059,Y,LATIN CAPITAL LETTER Y,
U+005A,Z,LATIN CAPITAL LETTER Z,
U+005B,[,LEFT SQUARE BRACKET,OPENING SQUARE BRACKET
U+005C,\,REVERSE SOLIDUS,BACKSLASH
U+005D,],RIGHT SQUARE BRACKET,CLOSING SQUARE BRACKET
U+005E,^,CIRCUMFLEX ACCENT,SPACING CIRCUMFLEX
U+005F,_,LOW LINE,SPACING UNDERSCORE
U+0060,`,GRAVE ACCENT,SPACING GRAVE
U+0061,a,LATIN SMALL LETTER A,
U+0062,b,LATIN SMALL LETTER B,
U+0063,c,LATIN SMALL LETTER C,
U+0064,d,LATIN SMALL LETTER D,
U+0065,e,LATIN SMALL LETTER E,
U+0066,f,LATIN SMALL LETTER F,
U+0067,g,LATIN SMALL LETTER G,
U+0068,h,LATIN SMALL LETTER H,
U+0069,i,LATIN SMALL LETTER I,
U+006A,j,LATIN SMALL LETTER J,
U+006B,k,LATIN SMALL LETTER K,
U+006C,l,LATIN SMALL LETTER L,
U+006D,m,LATIN SMALL LETTER M,
U+006E,n,LATIN SMALL LETTER N,
U+006F,o,LATIN SMALL LETTER O,
U+0070,p,LATIN SMALL LETTER P,
U+0071,q,LATIN SMALL LETTER Q,
U+0072,r,LATIN SMALL LETTER R,
U+0073,s,LATIN SMALL LETTER S,
U+0074,t,LATIN SMALL LETTER T,
U+0075,u,LATIN SMALL LETTER U,
U+0076,v,LATIN SMALL LETTER V,
U+0077,w,LATIN SMALL LETTER W,
U+0078,x,LATIN SMALL LETTER X,
U+0079,y,LATIN SMALL LETTER Y,
U+007A,z,LATIN SMALL LETTER Z,
U+007B,{,LEFT CURLY BRACKET,OPENING CURLY BRACKET
U+007C,|,VERTICAL LINE,VERTICAL BAR
U+007D,},RIGHT CURLY BRACKET,CLOSING CURLY BRACKET
U+007E,~,TILDE,
U+007F,,<control>,DELETE
U+0080,,<control>,
U+0081,,<control>,
U+0082,,<control>,BREAK PERMITTED HERE
U+0083,,<control>,NO BREAK HERE
U+0084,,<control>,
U+0085,,<control>,NEXT LINE (NEL)
U+0086,,<control>,START OF SELECTED AREA
U+0087,,<control>,END OF SELECTED AREA
U+0088,,<control>,CHARACTER TABULATION SET
U+0089,,<control>,CHARACTER TABULATION WITH JUSTIFICATION
U+008A,,<control>,LINE TABULATION SET
U+008B,,<control>,PARTIAL LINE FORWARD
U+008C,,<control>,PARTIAL LINE BACKWARD
U+008D,,<control>,REVERSE LINE FEED
U+008E,,<control>,SINGLE SHIFT TWO
U+008F,,<control>,SINGLE SHIFT THREE
U+0090,,<control>,DEVICE CONTROL STRING
U+0091,,<control>,PRIVATE USE ONE
U+0092,,<control>,PRIVATE USE TWO
U+0093,,<control>,SET TRANSMIT STATE
U+0094,,<control>,CANCEL CHARACTER
U+0095,,<control>,MESSAGE WAITING
U+0096,,<control>,START OF GUARDED AREA
U+0097,,<control>,END OF GUARDED AREA
U+0098,,<control>,START OF STRING
U+0099,,<control>,
U+009A,,<control>,SINGLE CHARACTER INTRODUCER
U+009B,,<control>,CONTROL SEQUENCE INTRODUCER
U+009C,,<control>,STRING TERMINATOR
U+009D,,<control>,OPERATING SYSTEM COMMAND
U+009E,,<control>,PRIVACY MESSAGE
U+009F,,<control>,APPLICATION PROGRAM COMMAND
U+00A0,,NO-BREAK SPACE,NON-BREAKING SPACE
U+00A1,¡,INVERTED EXCLAMATION MARK,
U+00A2,¢,CENT SIGN,
U+00A3,£,POUND SIGN,
U+00A4,¤,CURRENCY SIGN,
U+00A5,¥,YEN SIGN,
U+00A6,¦,BROKEN BAR,BROKEN VERTICAL BAR
U+00A7,§,SECTION SIGN,
U+00A8,¨,DIAERESIS,SPACING DIAERESIS
U+00A9,©,COPYRIGHT SIGN,
U+00AA,ª,FEMININE ORDINAL INDICATOR,
U+00AB,«,LEFT-POINTING DOUBLE ANGLE QUOTATION MARK,LEFT POINTING GUILLEMET
U+00AC,¬,NOT SIGN,
U+00AD,­,SOFT HYPHEN,
U+00AE,®,REGISTERED SIGN,REGISTERED TRADE MARK SIGN
U+00AF,¯,MACRON,SPACING MACRON
U+00B0,°,DEGREE SIGN,
U+00B1,±,PLUS-MINUS SIGN,PLUS-OR-MINUS SIGN
U+00B2,²,SUPERSCRIPT TWO,SUPERSCRIPT DIGIT TWO
U+00B3,³,SUPERSCRIPT THREE,SUPERSCRIPT DIGIT THREE
U+00B4,´,ACUTE ACCENT,SPACING ACUTE
U+00B5,µ,MICRO SIGN,
U+00B6,¶,PILCROW SIGN,PARAGRAPH SIGN
U+00B7,·,MIDDLE DOT,
U+00B8,¸,CEDILLA,SPACING CEDILLA
U+00B9,¹,SUPERSCRIPT ONE,SUPERSCRIPT DIGIT ONE
U+00BA,º,MASCULINE ORDINAL INDICATOR,
U+00BB,»,RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK,RIGHT POINTING GUILLEMET
U+00BC,¼,VULGAR FRACTION ONE QUARTER,FRACTION ONE QUARTER
U+00BD,½,VULGAR FRACTION ONE HALF,FRACTION ONE HALF
U+00BE,¾,VULGAR FRACTION THREE QUARTERS,FRACTION THREE QUARTERS
U+00BF,¿,INVERTED QUESTION MARK,
U+00C0,À,LATIN CAPITAL LETTER A WITH GRAVE,LATIN CAPITAL LETTER A GRAVE
U+00C1,Á,LATIN CAPITAL LETTER A WITH ACUTE,LATIN CAPITAL LETTER A ACUTE
U+00C2,Â,LATIN CAPITAL LETTER A WITH CIRCUMFLEX,LATIN CAPITAL LETTER A CIRCUMFLEX
U+00C3,Ã,LATIN CAPITAL LETTER A WITH TILDE,LATIN CAPITAL LETTER A TILDE
U+00C4,Ä,LATIN CAPITAL LETTER A WITH DIAERESIS,LATIN CAPITAL LETTER A DIAERESIS
U+00C5,Å,LATIN CAPITAL LETTER A WITH RING ABOVE,LATIN CAPITAL LETTER A RING
U+00C6,Æ,LATIN CAPITAL LETTER AE,LATIN CAPITAL LETTER A E
U+00C7,Ç,LATIN CAPITAL LETTER C WITH CEDILLA,LATIN CAPITAL LETTER C CEDILLA
U+00C8,È,LATIN CAPITAL LETTER E WITH GRAVE,LATIN CAPITAL LETTER E GRAVE
U+00C9,É,LATIN CAPITAL LETTER E WITH ACUTE,LATIN CAPITAL LETTER E ACUTE
U+00CA,Ê,LATIN CAPITAL LETTER E WITH CIRCUMFLEX,LATIN CAPITAL LETTER E CIRCUMFLEX
U+00CB,Ë,LATIN CAPITAL LETTER E WITH DIAERESIS,LATIN CAPITAL LETTER E DIAERESIS
U+00CC,Ì,LATIN CAPITAL LETTER I WITH GRAVE,LATIN CAPITAL LETTER I GRAVE
U+00CD,Í,LATIN CAPITAL LETTER I WITH ACUTE,LATIN CAPITAL LETTER I ACUTE
U+00CE,Î,LATIN CAPITAL LETTER I WITH CIRCUMFLEX,LATIN CAPITAL LETTER I CIRCUMFLEX
U+00CF,Ï,LATIN CAPITAL LETTER I WITH DIAERESIS,LATIN CAPITAL LETTER I DIAERESIS
U+00D0,Ð,LATIN CAPITAL LETTER ETH,
U+00D1,Ñ,LATIN CAPITAL LETTER N WITH TILDE,LATIN CAPITAL LETTER N TILDE
U+00D2,Ò,LATIN CAPITAL LETTER O WITH GRAVE,LATIN CAPITAL LETTER O GRAVE
U+00D3,Ó,LATIN CAPITAL LETTER O WITH ACUTE,LATIN CAPITAL LETTER O ACUTE
U+00D4,Ô,LATIN CAPITAL LETTER O WITH CIRCUMFLEX,LATIN CAPITAL LETTER O CIRCUMFLEX
U+00D5,Õ,LATIN CAPITAL LETTER O WITH TILDE,LATIN CAPITAL LETTER O TILDE
U+00D6,Ö,LATIN CAPITAL LETTER O WITH DIAERESIS,LATIN CAPITAL LETTER O DIAERESIS
U+00D7,×,MULTIPLICATION SIGN,
U+00D8,Ø,LATIN CAPITAL LETTER O WITH STROKE,LATIN CAPITAL LETTER O SLASH
U+00D9,Ù,LATIN CAPITAL LETTER U WITH GRAVE,LATIN CAPITAL LETTER U GRAVE
U+00DA,Ú,LATIN CAPITAL LETTER U WITH ACUTE,LATIN CAPITAL LETTER U ACUTE
U+00DB,Û,LATIN CAPITAL LETTER U WITH CIRCUMFLEX,LATIN CAPITAL LETTER U CIRCUMFLEX
U+00DC,Ü,LATIN CAPITAL LETTER U WITH DIAERESIS,LATIN CAPITAL LETTER U DIAERESIS
U+00DD,Ý,LATIN CAPITAL LETTER Y WITH ACUTE,LATIN CAPITAL LETTER Y ACUTE
U+00DE,Þ,LATIN CAPITAL LETTER THORN,
U+00DF,ß,LATIN SMALL LETTER SHARP S,
U+00E0,à,LATIN SMALL LETTER A WITH GRAVE,LATIN SMALL LETTER A GRAVE
U+00E1,á,LATIN SMALL LETTER A WITH ACUTE,LATIN SMALL LETTER A ACUTE
U+00E2,â,LATIN SMALL LETTER A WITH CIRCUMFLEX,LATIN SMALL LETTER A CIRCUMFLEX
U+00E3,ã,LATIN SMALL LETTER A WITH TILDE,LATIN SMALL LETTER A TILDE
U+00E4,ä,LATIN SMALL LETTER A WITH DIAERESIS,LATIN SMALL LETTER A DIAERESIS
U+00E5,å,LATIN SMALL LETTER A WITH RING ABOVE,LATIN SMALL LETTER A RING
U+00E6,æ,LATIN SMALL LETTER AE,LATIN SMALL LETTER A E
U+00E7,ç,LATIN SMALL LETTER C WITH CEDILLA,LATIN SMALL LETTER C CEDILLA
U+00E8,è,LATIN SMALL LETTER E WITH GRAVE,LATIN SMALL LETTER E GRAVE
U+00E9,é,LATIN SMALL LETTER E WITH ACUTE,LATIN SMALL LETTER E ACUTE
U+00EA,ê,LATIN SMALL LETTER E WITH CIRCUMFLEX,LATIN SMALL LETTER E CIRCUMFLEX
U+00EB,ë,LATIN SMALL LETTER E WITH DIAERESIS,LATIN SMALL LETTER E DIAERESIS
U+00EC,ì,LATIN SMALL LETTER I WITH GRAVE,LATIN SMALL LETTER I GRAVE
U+00ED,í,LATIN SMALL LETTER I WITH ACUTE,LATIN SMALL LETTER I ACUTE
U+00EE,î,LATIN SMALL LETTER I WITH CIRCUMFLEX,LATIN SMALL LETTER I CIRCUMFLEX
U+00EF,ï,LATIN SMALL LETTER I WITH DIAERESIS,LATIN SMALL LETTER I DIAERESIS
U+00F0,ð,LATIN SMALL LETTER ETH,
U+00F1,ñ,LATIN SMALL LETTER N WITH TILDE,LATIN SMALL LETTER N TILDE
U+00F2,ò,LATIN SMALL LETTER O WITH GRAVE,LATIN SMALL LETTER O GRAVE
U+00F3,ó,LATIN SMALL LETTER O WITH ACUTE,LATIN SMALL LETTER O ACUTE
U+00F4,ô,LATIN SMALL LETTER O WITH CIRCUMFLEX,LATIN SMALL LETTER O CIRCUMFLEX
U+00F5,õ,LATIN SMALL LETTER O WITH TILDE,LATIN SMALL LETTER O TILDE
U+00F6,ö,LATIN SMALL LETTER O WITH DIAERESIS,LATIN SMALL LETTER O DIAERESIS
U+00F7,÷,DIVISION SIGN,
U+00F8,ø,LATIN SMALL LETTER O WITH STROKE,LATIN SMALL LETTER O SLASH
U+00F9,ù,LATIN SMALL LETTER U WITH GRAVE,LATIN SMALL LETTER U GRAVE
U+00FA,ú,LATIN SMALL LETTER U WITH ACUTE,LATIN SMALL LETTER U ACUTE
U+00FB,û,LATIN SMALL LETTER U WITH CIRCUMFLEX,LATIN SMALL LETTER U CIRCUMFLEX
U+00FC,ü,LATIN SMALL LETTER U WITH DIAERESIS,LATIN SMALL LETTER U DIAERESIS
U+00FD,ý,LATIN SMALL LETTER Y WITH ACUTE,LATIN SMALL LETTER Y ACUTE
U+00FE,þ,LATIN SMALL LETTER THORN,
U+00FF,ÿ,LATIN SMALL LETTER Y WITH DIAERESIS,LATIN SMALL LETTER Y DIAERESIS
U+0100,Ā,LATIN CAPITAL LETTER A WITH MACRON,LATIN CAPITAL LETTER A MACRON
U+0101,ā,LATIN SMALL LETTER A WITH MACRON,LATIN SMALL LETTER A MACRON
U+0102,Ă,LATIN CAPITAL LETTER A WITH BREVE,LATIN CAPITAL LETTER A BREVE
U+0103,ă,LATIN SMALL LETTER A WITH BREVE,LATIN SMALL LETTER A BREVE
U+0104,Ą,LATIN CAPITAL LETTER A WITH OGONEK,LATIN CAPITAL LETTER A OGONEK
U+0105,ą,LATIN SMALL LETTER A WITH OGONEK,LATIN SMALL LETTER A OGONEK
U+0106,Ć,LATIN CAPITAL LETTER C WITH ACUTE,LATIN CAPITAL LETTER C ACUTE
U+0107,ć,LATIN SMALL LETTER C WITH ACUTE,LATIN SMALL LETTER C ACUTE
U+0108,Ĉ,LATIN CAPITAL LETTER C WITH CIRCUMFLEX,LATIN CAPITAL LETTER C CIRCUMFLEX
U+0109,ĉ,LATIN SMALL LETTER C WITH CIRCUMFLEX,LATIN SMALL LETTER C CIRCUMFLEX
U+010A,Ċ,LATIN CAPITAL LETTER C WITH DOT ABOVE,LATIN CAPITAL LETTER C DOT
U+010B,ċ,LATIN SMALL LETTER C WITH DOT ABOVE,LATIN SMALL LETTER C DOT
U+010C,Č,LATIN CAPITAL LETTER C WITH CARON,LATIN CAPITAL LETTER C HACEK
U+010D,č,LATIN SMALL LETTER C WITH CARON,LATIN SMALL LETTER C HACEK
U+010E,Ď,LATIN CAPITAL LETTER D WITH CARON,LATIN CAPITAL LETTER D HACEK
U+010F,ď,LATIN SMALL LETTER D WITH CARON,LATIN SMALL LETTER D HACEK
U+0110,Đ,LATIN CAPITAL LETTER D WITH STROKE,LATIN CAPITAL LETTER D BAR
U+0111,đ,LATIN SMALL LETTER D WITH STROKE,LATIN SMALL LETTER D BAR
U+0112,Ē,LATIN CAPITAL LETTER E WITH MACRON,LATIN CAPITAL LETTER E MACRON
U+0113,ē,LATIN SMALL LETTER E WITH MACRON,LATIN SMALL LETTER E MACRON
U+0114,Ĕ,LATIN CAPITAL LETTER E WITH BREVE,LATIN CAPITAL LETTER E BREVE
U+0115,ĕ,LATIN SMALL LETTER E WITH BREVE,LATIN SMALL LETTER E BREVE
U+0116,Ė,LATIN CAPITAL LETTER E WITH DOT ABOVE,LATIN CAPITAL LETTER E DOT
U+0117,ė,LATIN SMALL LETTER E WITH DOT ABOVE,LATIN SMALL LETTER E DOT
U+0118,Ę,LATIN CAPITAL LETTER E WITH OGONEK,LATIN CAPITAL LETTER E OGONEK
U+0119,ę,LATIN SMALL LETTER E WITH OGONEK,LATIN SMALL LETTER E OGONEK
U+011A,Ě,LATIN CAPITAL LETTER E WITH CARON,LATIN CAPITAL LETTER E HACEK
U+011B,ě,LATIN SMALL LETTER E WITH CARON,LATIN SMALL LETTER E HACEK
U+011C,Ĝ,LATIN CAPITAL LETTER G WITH CIRCUMFLEX,LATIN CAPITAL LETTER G CIRCUMFLEX
U+011D,ĝ,LATIN SMALL LETTER G WITH CIRCUMFLEX,LATIN SMALL LETTER G CIRCUMFLEX
U+011E,Ğ,LATIN CAPITAL LETTER G WITH BREVE,LATIN CAPITAL LETTER G BREVE
U+011F,ğ,LATIN SMALL LETTER G WITH BREVE,LATIN SMALL LETTER G BREVE
U+0120,Ġ,LATIN CAPITAL LETTER G WITH DOT ABOVE,LATIN CAPITAL LETTER G DOT
U+0121,ġ,LATIN SMALL LETTER G WITH DOT ABOVE,LATIN SMALL LETTER G DOT
U+0122,Ģ,LATIN CAPITAL LETTER G WITH CEDILLA,LATIN CAPITAL LETTER G CEDILLA
U+0123,ģ,LATIN SMALL LETTER G WITH CEDILLA,LATIN SMALL LETTER G CEDILLA
U+0124,Ĥ,LATIN CAPITAL LETTER H WITH CIRCUMFLEX,LATIN CAPITAL LETTER H CIRCUMFLEX
U+0125,ĥ,LATIN SMALL LETTER H WITH CIRCUMFLEX,LATIN SMALL LETTER H CIRCUMFLEX
U+0126,Ħ,LATIN CAPITAL LETTER H WITH STROKE,LATIN CAPITAL LETTER H BAR
U+0127,ħ,LATIN SMALL LETTER H WITH STROKE,LATIN SMALL LETTER H BAR
U+0128,Ĩ,LATIN CAPITAL LETTER I WITH TILDE,LATIN CAPITAL LETTER I TILDE
U+0129,ĩ,LATIN SMALL LETTER I WITH TILDE,LATIN SMALL LETTER I TILDE
U+012A,Ī,LATIN CAPITAL LETTER I WITH MACRON,LATIN CAPITAL LETTER I MACRON
U+012B,ī,LATIN SMALL LETTER I WITH MACRON,LATIN SMALL LETTER I MACRON
U+012C,Ĭ,LATIN CAPITAL LETTER I WITH BREVE,LATIN CAPITAL LETTER I BREVE
U+012D,ĭ,LATIN SMALL LETTER I WITH BREVE,LATIN SMALL LETTER I BREVE
U+012E,Į,LATIN CAPITAL LETTER I WITH OGONEK,LATIN CAPITAL LETTER I OGONEK
U+012F,į,LATIN SMALL LETTER I WITH OGONEK,LATIN SMALL LETTER I OGONEK
U+0130,İ,LATIN CAPITAL LETTER I WITH DOT ABOVE,LATIN CAPITAL LETTER I DOT
U+0131,ı,LATIN SMALL LETTER DOTLESS I,
U+0132,Ĳ,LATIN CAPITAL LIGATURE IJ,LATIN CAPITAL LETTER I J
U+0133,ĳ,LATIN SMALL LIGATURE IJ,LATIN SMALL LETTER I J
U+0134,Ĵ,LATIN CAPITAL LETTER J WITH CIRCUMFLEX,LATIN CAPITAL LETTER J CIRCUMFLEX
U+0135,ĵ,LATIN SMALL LETTER J WITH CIRCUMFLEX,LATIN SMALL LETTER J CIRCUMFLEX
U+0136,Ķ,LATIN CAPITAL LETTER K WITH CEDILLA,LATIN CAPITAL LETTER K CEDILLA
U+0137,ķ,LATIN SMALL LETTER K WITH CEDILLA,LATIN SMALL LETTER K CEDILLA
U+0138,ĸ,LATIN SMALL LETTER KRA,
U+0139,Ĺ,LATIN CAPITAL LETTER L WITH ACUTE,LATIN CAPITAL LETTER L ACUTE
U+013A,ĺ,LATIN SMALL LETTER L WITH ACUTE,LATIN SMALL LETTER L ACUTE
U+013B,Ļ,LATIN CAPITAL LETTER L WITH CEDILLA,LATIN CAPITAL LETTER L CEDILLA
U+013C,ļ,LATIN SMALL LETTER L WITH CEDILLA,LATIN SMALL LETTER L CEDILLA
U+013D,Ľ,LATIN CAPITAL LETTER L WITH CARON,LATIN CAPITAL LETTER L HACEK
U+013E,ľ,LATIN SMALL LETTER L WITH CARON,LATIN SMALL LETTER L HACEK
U+013F,Ŀ,LATIN CAPITAL LETTER L WITH MIDDLE DOT,
U+0140,ŀ,LATIN SMALL LETTER L WITH MIDDLE DOT,
U+0141,Ł,LATIN CAPITAL LETTER L WITH STROKE,LATIN CAPITAL LETTER L SLASH
U+0142,ł,LATIN SMALL LETTER L WITH STROKE,LATIN SMALL LETTER L SLASH
U+0143,Ń,LATIN CAPITAL LETTER N WITH ACUTE,LATIN CAPITAL LETTER N ACUTE
U+0144,ń,LATIN SMALL LETTER N WITH ACUTE,LATIN SMALL LETTER N ACUTE
U+0145,Ņ,LATIN CAPITAL LETTER N WITH CEDILLA,LATIN CAPITAL LETTER N CEDILLA
U+0146,ņ,LATIN SMALL LETTER N WITH CEDILLA,LATIN SMALL LETTER N CEDILLA
U+0147,Ň,LATIN CAPITAL LETTER N WITH CARON,LATIN CAPITAL LETTER N HACEK
U+0148,ň,LATIN SMALL LETTER N WITH CARON,LATIN SMALL LETTER N HACEK
U+0149,ŉ,LATIN SMALL LETTER N PRECEDED BY APOSTROPHE,LATIN SMALL LETTER APOSTROPHE N
U+014A,Ŋ,LATIN CAPITAL LETTER ENG,
U+014B,ŋ,LATIN SMALL LETTER ENG,
U+014C,Ō,LATIN CAPITAL LETTER O WITH MACRON,LATIN CAPITAL LETTER O MACRON
U+014D,ō,LATIN SMALL LETTER O WITH MACRON,LATIN SMALL LETTER O MACRON
U+014E,Ŏ,LATIN CAPITAL LETTER O WITH BREVE,LATIN CAPITAL LETTER O BREVE
U+014F,ŏ,LATIN SMALL LETTER O WITH BREVE,LATIN SMALL LETTER O BREVE
U+0150,Ő,LATIN CAPITAL LETTER O WITH DOUBLE ACUTE,LATIN CAPITAL LETTER O DOUBLE ACUTE
U+0151,ő,LATIN SMALL LETTER O WITH DOUBLE ACUTE,LATIN SMALL LETTER O DOUBLE ACUTE
U+0152,Œ,LATIN CAPITAL LIGATURE OE,LATIN CAPITAL LETTER O E
U+0153,œ,LATIN SMALL LIGATURE OE,LATIN SMALL LETTER O E
U+0154,Ŕ,LATIN CAPITAL LETTER R WITH ACUTE,LATIN CAPITAL LETTER R ACUTE
U+0155,ŕ,LATIN SMALL LETTER R WITH ACUTE,LATIN SMALL LETTER R ACUTE
U+0156,Ŗ,LATIN CAPITAL LETTER R WITH CEDILLA,LATIN CAPITAL LETTER R CEDILLA
U+0157,ŗ,LATIN SMALL LETTER R WITH CEDILLA,LATIN SMALL LETTER R CEDILLA
U+0158,Ř,LATIN CAPITAL LETTER R WITH CARON,LATIN CAPITAL LETTER R HACEK
U+0159,ř,LATIN SMALL LETTER R WITH CARON,LATIN SMALL LETTER R HACEK
U+015A,Ś,LATIN CAPITAL LETTER S WITH ACUTE,LATIN CAPITAL LETTER S ACUTE
U+015B,ś,LATIN SMALL LETTER S WITH ACUTE,LATIN SMALL LETTER S ACUTE
U+015C,Ŝ,LATIN CAPITAL LETTER S WITH CIRCUMFLEX,LATIN CAPITAL LETTER S CIRCUMFLEX
U+015D,ŝ,LATIN SMALL LETTER S WITH CIRCUMFLEX,LATIN SMALL LETTER S CIRCUMFLEX
U+015E,Ş,LATIN CAPITAL LETTER S WITH CEDILLA,LATIN CAPITAL LETTER S CEDILLA
U+015F,ş,LATIN SMALL LETTER S WITH CEDILLA,LATIN SMALL LETTER S CEDILLA
U+0160,Š,LATIN CAPITAL LETTER S WITH CARON,LATIN CAPITAL LETTER S HACEK
U+0161,š,LATIN SMALL LETTER S WITH CARON,LATIN SMALL LETTER S HACEK
U+0162,Ţ,LATIN CAPITAL LETTER T WITH CEDILLA,LATIN CAPITAL LETTER T CEDILLA
U+0163,ţ,LATIN SMALL LETTER T WITH CEDILLA,LATIN SMALL LETTER T CEDILLA
U+0164,Ť,LATIN CAPITAL LETTER T WITH CARON,LATIN CAPITAL LETTER T HACEK
U+0165,ť,LATIN SMALL LETTER T WITH CARON,LATIN SMALL LETTER T HACEK
U+0166,Ŧ,LATIN CAPITAL LETTER T WITH STROKE,LATIN CAPITAL LETTER T BAR
U+0167,ŧ,LATIN SMALL LETTER T WITH STROKE,LATIN SMALL LETTER T BAR
U+0168,Ũ,LATIN CAPITAL LETTER U WITH TILDE,LATIN CAPITAL LETTER U TILDE
U+0169,ũ,LATIN SMALL LETTER U WITH TILDE,LATIN SMALL LETTER U TILDE
U+016A,Ū,LATIN CAPITAL LETTER U WITH MACRON,LATIN CAPITAL LETTER U MACRON
U+016B,ū,LATIN SMALL LETTER U WITH MACRON,LATIN SMALL LETTER U MACRON
U+016C,Ŭ,LATIN CAPITAL LETTER U WITH BREVE,LATIN CAPITAL LETTER U BREVE
U+016D,ŭ,LATIN SMALL LETTER U WITH BREVE,LATIN SMALL LETTER U BREVE
U+016E,Ů,LATIN CAPITAL LETTER U WITH RING ABOVE,LATIN CAPITAL LETTER U RING
U+016F,ů,LATIN SMALL LETTER U WITH RING ABOVE,LATIN SMALL LETTER U RING
U+0170,Ű,LATIN CAPITAL LETTER U WITH DOUBLE ACUTE,LATIN CAPITAL LETTER U DOUBLE ACUTE
U+0171,ű,LATIN SMALL LETTER U WITH DOUBLE ACUTE,LATIN SMALL LETTER U DOUBLE ACUTE
U+0172,Ų,LATIN CAPITAL LETTER U WITH OGONEK,LATIN CAPITAL LETTER U OGONEK
U+0173,ų,LATIN SMALL LETTER U WITH OGONEK,LATIN SMALL LETTER U OGONEK
U+0174,Ŵ,LATIN CAPITAL LETTER W WITH CIRCUMFLEX,LATIN CAPITAL LETTER W CIRCUMFLEX
U+0175,ŵ,LATIN SMALL LETTER W WITH CIRCUMFLEX,LATIN SMALL LETTER W CIRCUMFLEX
U+0176,Ŷ,LATIN CAPITAL LETTER Y WITH CIRCUMFLEX,LATIN CAPITAL LETTER Y CIRCUMFLEX
